species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_length_mm_std,bill_depth_mm_std,flipper_length_mm_std,body_mass_g_std,kmeans_auto,kmeans_k3,gmm_auto,gmm_k3,agg_auto,agg_k3,dbscan_best
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE,1.7385863030147086,-0.685210662543592,1.2879862026375708,1.621223833218128,1,1,1,1,1,1,2
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,FEMALE,-0.1140821553759771,-1.598034042465329,0.5045740612758013,0.4661018520502119,1,1,1,1,1,1,2
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE,0.7663939436611812,-1.0401975325131567,0.575793346854144,1.621223833218128,1,1,1,1,1,1,2
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE,1.2066319931797596,-0.9894851225175048,1.0743283459025428,0.9968335731273624,1,1,1,1,1,1,2
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,MALE,1.0782292287368402,-0.6344982525479401,2.000179058420997,2.183175067299817,1,1,1,1,1,1,2
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,FEMALE,-0.0773956512494283,-0.9894851225175048,0.8606704891675147,0.5597603910638267,1,1,1,1,1,1,2
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,MALE,1.3900645138125007,-0.4316486125653317,2.07139834399934,1.621223833218128,1,1,1,1,1,1,2
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,FEMALE,0.4178721544589732,-1.5473216324696772,1.1455476314808857,0.2163457480139057,1,1,1,1,1,1,2
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,MALE,2.0504215880903693,-0.5837858425522883,2.07139834399934,2.058297015281664,1,1,1,1,1,1,-1
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,.,0.1060368693833127,-0.7359230725392447,1.1455476314808857,0.8407360081046712,1,1,1,1,1,1,2
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,MALE,0.8947967081040992,-0.4823610225609845,1.5016440593725988,2.2456140933088937,1,1,1,1,1,1,2
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,FEMALE,0.6013046750917144,-1.7501712724522855,0.9318897747458572,0.9031750341137478,1,1,1,1,1,1,2
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,FEMALE,0.5279316668386169,-1.4458968124783729,1.0031090603242,0.8095164951001329,1,1,1,1,1,1,2
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE,1.1882887411164853,-0.7359230725392447,1.5016440593725988,1.9334189632635108,1,1,1,1,1,1,2
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,FEMALE,0.2344396338262321,-1.1923347625001124,0.789451203589172,1.2465896771636689,1,1,1,1,1,1,2
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,MALE,1.0965724808001147,-0.5330734325566355,0.8606704891675147,1.496345781199975,1,1,1,1,1,1,2
